name,tomatometer,audience_score,weighted_score,genres,rating,duration,year,actors,directors,domestic_revenue,international_revenue,worldwide_revenue,budget
"Spring, Summer, Fall, Winter ... and Spring",94,92,93,['Drama'],R,1h 42m,2003,"['Kim Ki-duk', 'Ha Yeo-jin', 'Ji Dae-han', 'Oh Yeong-su', 'Kim Young-min']",['Kim Ki Duk'],673151,101629,774780,0
Thought Crimes,89,64,80,['Documentary'],,1h 21m,2015,"['Erin Lee Carr', 'Erin Lee Carr']",['Erin Lee Carr'],2043889,0,2043889,0
Passage to Mars,29,85,47,['Documentary'],,1h 34m,2016,"['Zachary Quinto', 'Charlotte Rampling', 'Edwin ""Buzz"" Aldrin', 'Pascal Lee', 'Jean-Christophe Jeauffre']",['Jean Christophe Jeauffre'],429028,0,429028,5000000
Ice Age: Dawn of the Dinosaurs,46,63,51,"['Kids & Family', 'Comedy', 'Adventure', 'Animation']",PG,1h 34m,2009,"['Ray Romano', 'Denis Leary', 'John Leguizamo', 'Queen Latifah', 'Seann William Scott']",['Carlos Saldanha'],285585,600433,886018,0
I Am Bolt,86,62,78,['Documentary'],PG,1h 47m,2016,"['Usain Bolt', 'Pelé', 'Neymar', 'Serena Williams', 'Asafa Powell']","['Benjamin Turner', 'Gabe Turner 2']",130319208,100366245,230685453,80000000
You Can't Take It With You,95,88,92,['Comedy'],,2h 7m,1938,"['Jean Arthur', 'Lionel Barrymore', 'James Stewart', 'Edward Arnold', 'Mischa Auer']",['Frank Capra'],7362439,1940583,9303022,0
Liar,42,58,47,['Mystery & Thriller'],R,1h 42m,1997,"['Tim Roth', 'Chris Penn', 'Michael Rooker', 'Renée Zellweger', 'Ellen Burstyn']","['Jonas Pate', 'Joshua Pate']",95059709,2450488,97510197,40000000
Approaching the Unknown,43,16,34,"['Sci-Fi', 'Mystery & Thriller', 'Drama']",R,1h 30m,2016,"['Mark Strong', 'Luke Wilson', 'Sanaa Lathan', 'Anders Danielsen Lie', 'Charles Baker']",['Mark Elijah Rosenberg'],8840453,23602658,32443111,6000000
Cell,11,17,13,"['Horror', 'Mystery & Thriller']",R,1h 38m,2016,"['John Cusack', 'Samuel L. Jackson', 'Isabelle Fuhrman', 'Owen Teague', 'Clark Sarullo']",['Tod Williams'],183417150,267300000,450717150,85000000
The Brothers,63,84,70,"['Comedy', 'Drama', 'Romance']",R,1h 41m,2001,"['Morris Chestnut', 'D.L. Hughley', 'Bill Bellamy', 'Shemar Moore', 'Gabrielle Union']",['Gary Hardwick 4'],2689252,0,2689252,0
Good Kids,33,42,36,['Comedy'],R,1h 30m,2016,"['Nicholas Braun', 'Zoey Deutch', 'Israel Broussard', 'Ashley Judd', 'Demián Bichir']",['Chris Mccoy 2'],12227722,15744301,27972023,0
I Am Big Bird: The Caroll Spinney Story,84,80,82,"['Documentary', 'Biography', 'Drama']",,1h 30m,2014,"['Frank Oz', 'Roscoe Orman', 'Sonia Manzano', 'Caroll Spinney', 'Dave Goelz']","['Dave Lamattina', 'Chad N Walker']",42027,0,42027,0
The Challenger Disaster,92,82,88,['Drama'],TV14,1h 30m,2013,"['William Hurt', 'Bruce Greenwood', 'Joanne Whalley', 'Brian Dennehy', 'Kevin R. McNally']",['James Hawes Iii'],50410,0,50410,0
Trapped,17,48,27,"['Mystery & Thriller', 'Crime', 'Drama']",R,1h 45m,2002,"['Charlize Theron', 'Courtney Love', 'Stuart Townsend', 'Kevin Bacon', 'Pruitt Taylor Vince']",['Luis Mandoki'],64167069,72149811,136316880,0
Dead of Winter,77,47,67,"['Horror', 'Mystery & Thriller']",R,1h 40m,1986,"['Mary Steenburgen', 'Roddy McDowall', 'Jan Rubes', 'William Russ', 'Ken Pogue']",['Arthur Penn'],157066392,281900000,438966392,0
Innocent Blood,38,45,40,['Horror'],R,1h 52m,1992,"['Anne Parillaud', 'Robert Loggia', 'Anthony LaPaglia', 'David Proval', 'Don Rickles']",['John Landis'],676407,0,676407,0
Jaws the Revenge,0,15,5,"['Mystery & Thriller', 'Horror', 'Adventure']",PG-13,1h 29m,1987,"['Lorraine Gary', 'Lance Guest', 'Mario Van Peebles', 'Karen Young', 'Michael Caine']",['Joseph Sargent'],0,0,0,0
The Dog Lover,20,52,30,['Drama'],PG,1h 42m,2016,"['James Remar', 'Lea Thompson', 'Jayson Blair', 'Michael King', 'Christina Moore']",['Alex Ranarivelo'],160942139,271028977,431971116,142000000
Win It All,85,55,75,['Comedy'],,1h 30m,2017,"['Jake Johnson', 'Keegan-Michael Key', 'Joe Lo Truglio', 'Aislinn Derbez', 'Cliff Chamberlain']",['Joe Swanberg'],9369329,0,9369329,0
It's a Free World,86,71,81,['Drama'],,1h 36m,2007,"['Kierston Wareing', 'Juliet Ellis', 'Lesław Żurek', 'Joe Siffleet', 'Colin Coughlin']",['Kenneth Loach'],130319208,100366245,230685453,80000000
Girl With Green Eyes,83,60,75,['Drama'],,1h 31m,1964,"['Peter Finch', 'Rita Tushingham', 'Lynn Redgrave', 'Desmond Davis']",['Desmond Davis'],4055660,3295401,7351061,0
Deranged,40,56,45,['Horror'],R,1h 22m,1974,"['Roberts Blossom', 'Marion Waldman', 'Cosette Lee', 'Micki Moore', 'Robert Warner']","['Jeffrey Gillen', 'Tod Hackett']",67544505,20670651,88215156,35000000
Don't Think Twice,98,69,88,"['Comedy', 'Drama']",R,1h 28m,2016,"['Keegan-Michael Key', 'Gillian Jacobs', 'Mike Birbiglia', 'Kate Micucci', 'Tami Sagher']",['Mike Birbiglia'],100345,1843942,1944287,0
Planetarium,15,22,17,"['Drama', 'Fantasy', 'Mystery & Thriller', 'Romance']",,1h 45m,2016,"['Natalie Portman', 'Lily-Rose Depp', 'Emmanuel Salinger', 'Amira Casar', 'Pierre Salvadori']",['Rebecca Zlotowski'],157299718,139039810,296339528,75000000
Crackerjack,100,80,93,['Comedy'],,1h 32m,2002,"['Mick Molloy', 'Bill Hunter', 'Monica Maughan', 'John Clarke', 'Samuel Johnson']",['Paul Moloney'],132555,0,132555,0
