Year,Rank,Release Group,Worldwide,Domestic,Domestic %,Foreign,Foreign %
2004,157,Swing Girls,"$18,758,613",-,-,"$18,758,613",100%
2004,158,Look at Me,"$18,729,751","$1,737,308",9.3%,"$16,992,443",90.7%
2004,159,De-Lovely,"$18,611,951","$13,456,633",72.3%,"$5,155,318",27.7%
2004,160,My Baby's Daddy,"$18,490,423","$17,669,317",95.6%,"$821,106",4.4%
2004,161,Quai des illusions,"$18,291,248",-,-,"$18,291,248",100%
2004,162,Kinsey,"$17,050,017","$10,254,979",60.1%,"$6,795,038",39.9%
2004,163,Catch That Kid,"$16,951,702","$16,703,799",98.5%,"$247,903",1.5%
2004,164,Paparazzi,"$16,796,512","$15,714,234",93.6%,"$1,082,278",6.4%
2004,165,One Missed Call,"$16,367,880",-,-,"$16,367,880",100%
2004,166,"Nin x Nin: Ninja Hattori-kun, the Movie","$16,351,134",-,-,"$16,351,134",100%
2004,167,What the #$*! Do We (K)now!?,"$15,998,178","$10,942,306",68.4%,"$5,055,872",31.6%
2004,168,Before Sunset,"$15,849,759","$5,820,649",36.7%,"$10,029,110",63.3%
2004,169,Lucky Luke and the Daltons,"$15,823,762",-,-,"$15,823,762",100%
2004,170,Surviving Christmas,"$15,125,687","$11,663,156",77.1%,"$3,462,531",22.9%
2004,171,The Last Trapper,"$14,905,929",-,-,"$14,905,929",100%
2004,172,Raise Your Voice,"$14,867,514","$10,411,980",70%,"$4,455,534",30%
2004,173,Soul Plane,"$14,821,824","$14,190,750",95.7%,"$631,074",4.3%
2004,174,Half a Confession,"$14,638,660",-,-,"$14,638,660",100%
2004,175,Welcome to Mooseport,"$14,615,099","$14,470,947",99%,"$144,152",1%
2004,176,Envy,"$14,494,036","$13,562,325",93.6%,"$931,711",6.4%
2004,177,Being Julia,"$14,339,171","$7,739,049",54%,"$6,600,122",46%
2004,178,Vizontele Tuuba,"$13,954,476",-,-,"$13,954,476",100%
2004,179,French Spies,"$13,844,465",-,-,"$13,844,465",100%
2004,180,Der Wixxer,"$13,607,165",-,-,"$13,607,165",100%
2004,181,One Piece: The Cursed Holy Sword,"$13,422,333",-,-,"$13,422,333",100%
2004,182,Umizaru,"$13,361,623",-,-,"$13,361,623",100%
2004,183,RRRrrrr!!!,"$13,315,054","$54,361",0.4%,"$13,260,693",99.6%
2004,184,Vera Drake,"$13,267,869","$3,775,283",28.5%,"$9,492,586",71.5%
2004,185,Mariages!,"$12,991,310",-,-,"$12,991,310",100%
2004,186,Maria Full of Grace,"$12,594,630","$6,529,624",51.8%,"$6,065,006",48.2%
2004,187,Breakin' All the Rules,"$12,544,254","$12,264,319",97.8%,"$279,935",2.2%
2004,188,The Clearing,"$12,520,799","$5,763,875",46%,"$6,756,924",54%
2004,189,Casshern,"$12,353,768",-,-,"$12,353,768",100%
2004,190,Chasing Liberty,"$12,313,323","$12,195,626",99%,"$117,697",1%
2004,191,Don't Move,"$12,071,007","$337,265",2.8%,"$11,733,742",97.2%
2004,192,Kureyon Shin-chan 2004 Re-release,"$12,066,375",-,-,"$12,066,375",100%
2004,193,The Cookout,"$12,009,070","$11,814,019",98.4%,"$195,051",1.6%
2004,194,Layer Cake,"$11,850,214","$2,339,957",19.7%,"$9,510,257",80.3%
2004,195,Suspect Zero,"$11,416,075","$8,725,813",76.4%,"$2,690,262",23.6%
2004,196,Connie and Carla,"$11,341,016","$8,085,771",71.3%,"$3,255,245",28.7%
2004,197,Naruto the Movie: Ninja Clash in the Land of Snow,"$11,141,307",-,-,"$11,141,307",100%
2004,198,Head-On,"$11,030,861","$435,395",3.9%,"$10,595,466",96.1%
2004,199,District B13,"$10,976,892","$1,200,216",10.9%,"$9,776,676",89.1%
2004,200,The Perfect Score,"$10,898,337","$10,391,003",95.3%,"$507,334",4.7%
2005,1,Harry Potter and the Goblet of Fire,"$895,921,036","$290,013,036",32.4%,"$605,908,000",67.6%
2005,2,Star Wars: Episode III - Revenge of the Sith,"$868,352,530","$380,270,577",43.8%,"$488,081,953",56.2%
2005,3,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","$745,013,115","$291,710,957",39.2%,"$453,302,158",60.8%
2005,4,War of the Worlds,"$603,873,119","$234,280,354",38.8%,"$369,592,765",61.2%
2005,5,King Kong,"$556,906,378","$218,080,025",39.2%,"$338,826,353",60.8%
2005,6,Madagascar,"$542,063,846","$193,595,521",35.7%,"$348,468,325",64.3%
2005,7,Mr. & Mrs. Smith,"$487,287,646","$186,336,279",38.2%,"$300,951,367",61.8%
2005,8,Charlie and the Chocolate Factory,"$474,968,763","$206,459,076",43.5%,"$268,509,687",56.5%
2005,9,Batman Begins,"$373,443,774","$205,343,774",55%,"$168,100,000",45%
2005,10,Hitch,"$371,594,210","$179,495,555",48.3%,"$192,098,655",51.7%
2005,11,Fantastic Four,"$333,535,934","$154,696,080",46.4%,"$178,839,854",53.6%
2005,12,Chicken Little,"$314,432,837","$135,386,665",43.1%,"$179,046,172",56.9%
2005,13,Wedding Crashers,"$288,467,645","$209,255,921",72.5%,"$79,211,724",27.5%
2005,14,Robots,"$262,511,490","$128,200,012",48.8%,"$134,311,478",51.2%
2005,15,Constantine,"$230,884,728","$75,976,178",32.9%,"$154,908,550",67.1%
2005,16,Flightplan,"$223,387,299","$89,707,299",40.2%,"$133,680,000",59.8%
2005,17,Kingdom of Heaven,"$218,122,627","$47,398,413",21.7%,"$170,724,214",78.3%
2005,18,Fun with Dick and Jane,"$204,681,899","$110,332,737",53.9%,"$94,349,162",46.1%
2005,19,The Pacifier,"$198,636,868","$113,086,868",56.9%,"$85,550,000",43.1%
2005,20,Wallace & Gromit: The Curse of the Were-Rabbit,"$192,614,977","$56,110,897",29.1%,"$136,504,080",70.9%
2005,21,The Longest Yard,"$191,466,556","$158,119,460",82.6%,"$33,347,096",17.4%
2005,22,Walk the Line,"$186,797,986","$119,519,402",64%,"$67,278,584",36%
2005,23,Brokeback Mountain,"$178,062,759","$83,043,761",46.6%,"$95,018,998",53.4%
2005,24,The 40-Year-Old Virgin,"$177,378,645","$109,449,237",61.7%,"$67,929,408",38.3%
2005,25,The Ring Two,"$163,995,949","$76,231,249",46.5%,"$87,764,700",53.5%
2005,26,The Island,"$162,949,164","$35,818,913",22%,"$127,130,251",78%
2005,27,The Interpreter,"$162,944,923","$72,708,161",44.6%,"$90,236,762",55.4%
2005,28,Memoirs of a Geisha,"$162,242,962","$57,490,508",35.4%,"$104,752,454",64.6%
2005,29,Sin City,"$158,733,820","$74,103,820",46.7%,"$84,630,000",53.3%
2005,30,Monster-in-Law,"$155,457,327","$82,931,301",53.3%,"$72,526,026",46.7%
2005,31,Saw II,"$147,748,505","$87,039,965",58.9%,"$60,708,540",41.1%
2005,32,The Exorcism of Emily Rose,"$145,166,804","$75,072,454",51.7%,"$70,094,350",48.3%
2005,33,Herbie Fully Loaded,"$144,146,816","$66,023,816",45.8%,"$78,123,000",54.2%
2005,34,The Legend of Zorro,"$142,400,065","$46,464,023",32.6%,"$95,936,042",67.4%
2005,35,Bewitched,"$131,426,169","$63,313,159",48.2%,"$68,113,010",51.8%
2005,36,Munich,"$130,982,129","$47,403,685",36.2%,"$83,578,444",63.8%
2005,37,Cheaper by the Dozen 2,"$130,154,568","$82,571,173",63.4%,"$47,583,395",36.6%
2005,38,March of the Penguins,"$127,392,693","$77,437,223",60.8%,"$49,955,470",39.2%
2005,39,Nanny McPhee,"$123,276,807","$47,144,110",38.2%,"$76,132,697",61.8%
2005,40,Hide and Seek,"$123,204,920","$51,100,486",41.5%,"$72,104,434",58.5%
2005,41,Pride & Prejudice,"$121,616,555","$38,405,088",31.6%,"$83,211,467",68.4%
2005,42,Sahara,"$119,240,351","$68,671,925",57.6%,"$50,568,426",42.4%
2005,43,Corpse Bride,"$118,090,836","$53,359,111",45.2%,"$64,731,725",54.8%
2005,44,The Dukes of Hazzard,"$111,069,515","$80,270,227",72.3%,"$30,799,288",27.7%
2005,45,Hoodwinked,"$110,013,167","$51,386,611",46.7%,"$58,626,556",53.3%
2005,46,Cinderella Man,"$108,539,911","$61,649,911",56.8%,"$46,890,000",43.2%
2005,47,The Amityville Horror,"$107,516,369","$65,233,369",60.7%,"$42,283,000",39.3%
2005,48,The Brothers Grimm,"$105,316,267","$37,916,267",36%,"$67,400,000",64%
2005,49,The Hitchhiker's Guide to the Galaxy,"$104,478,416","$51,085,416",48.9%,"$53,393,000",51.1%
2005,50,Guess Who,"$103,121,466","$68,915,888",66.8%,"$34,205,578",33.2%
2005,51,Just Like Heaven,"$102,854,431","$48,318,130",47%,"$54,536,301",53%
2005,52,Miss Congeniality 2: Armed & Fabulous,"$101,393,569","$48,478,006",47.8%,"$52,915,563",52.2%
2005,53,Crash,"$98,410,061","$54,580,300",55.5%,"$43,829,761",44.5%
2005,54,Are We There Yet?,"$97,918,663","$82,674,398",84.4%,"$15,244,265",15.6%
2005,55,Jarhead,"$97,076,152","$62,658,220",64.5%,"$34,417,932",35.5%
2005,56,Red Eye,"$96,258,201","$57,891,803",60.1%,"$38,366,398",39.9%
2005,57,Be Cool,"$95,763,716","$56,046,979",58.5%,"$39,716,737",41.5%
2005,58,The Skeleton Key,"$93,983,911","$47,907,715",51%,"$46,076,196",49%
2005,59,Syriana,"$93,974,620","$50,824,620",54.1%,"$43,150,000",45.9%
2005,60,The Family Stone,"$92,884,429","$60,062,868",64.7%,"$32,821,561",35.3%
2005,61,Four Brothers,"$92,374,674","$74,494,381",80.6%,"$17,880,293",19.4%
2005,62,White Noise,"$91,196,419","$56,386,759",61.8%,"$34,809,660",38.2%
2005,63,Racing Stripes,"$90,754,475","$49,772,522",54.8%,"$40,981,953",45.2%
2005,64,Transporter 2,"$89,083,229","$43,095,856",48.4%,"$45,987,373",51.6%
2005,65,Rumor Has It...,"$88,933,562","$43,000,262",48.4%,"$45,933,300",51.6%
2005,66,Sky High,"$86,369,815","$63,946,815",74%,"$22,423,000",26%
2005,67,Match Point,"$85,638,656","$23,151,529",27%,"$62,487,127",73%
2005,68,In Her Shoes,"$83,697,473","$32,880,591",39.3%,"$50,816,882",60.7%
2005,69,The Constant Gardener,"$82,466,670","$33,579,797",40.7%,"$48,886,873",59.3%
2005,70,Stealth,"$79,268,322","$32,116,746",40.5%,"$47,151,576",59.5%
2005,71,Hostage,"$77,608,617","$34,639,939",44.6%,"$42,968,678",55.4%
2005,72,Coach Carter,"$76,669,554","$67,264,877",87.7%,"$9,404,677",12.3%
2005,73,The King and the Clown,"$74,466,867",-,-,"$74,466,867",100%
2005,74,"Yours, Mine & Ours","$72,662,923","$53,412,862",73.5%,"$19,250,061",26.5%
2005,75,Lord of War,"$72,617,068","$24,149,632",33.3%,"$48,467,436",66.7%
2005,76,The Adventures of Sharkboy and Lavagirl 3-D,"$71,992,655","$39,177,684",54.4%,"$32,814,971",45.6%
2005,77,xXx: State of the Union,"$71,410,636","$26,873,932",37.6%,"$44,536,704",62.4%
2005,78,House of Wax,"$68,766,121","$32,064,800",46.6%,"$36,701,321",53.4%
2005,79,Prime,"$67,937,494","$22,827,153",33.6%,"$45,110,341",66.4%
2005,80,Boogeyman,"$67,192,859","$46,752,382",69.6%,"$20,440,477",30.4%
2005,81,Zathura: A Space Adventure,"$65,079,104","$29,258,869",45%,"$35,820,235",55%
2005,82,Valiant,"$61,746,888","$19,478,106",31.5%,"$42,268,782",68.5%
2005,83,A History of Violence,"$61,385,065","$31,504,633",51.3%,"$29,880,432",48.7%
2005,84,Son of the Mask,"$59,981,548","$17,018,422",28.4%,"$42,963,126",71.6%
2005,85,Must Love Dogs,"$58,231,520","$43,894,863",75.4%,"$14,336,657",24.6%
2005,86,Doom,"$58,072,119","$28,212,337",48.6%,"$29,859,782",51.4%
2005,87,Derailed,"$57,479,076","$36,024,076",62.7%,"$21,455,000",37.3%
2005,88,The Descent,"$57,051,053","$26,024,456",45.6%,"$31,026,597",54.4%
2005,89,Elektra,"$56,995,646","$24,409,722",42.8%,"$32,585,924",57.2%
2005,90,Kicking & Screaming,"$56,070,433","$52,842,724",94.2%,"$3,227,709",5.8%
2005,91,"Good Night, and Good Luck.","$54,641,191","$31,558,003",57.8%,"$23,083,188",42.2%
2005,92,Æon Flux,"$53,321,673","$25,874,337",48.5%,"$27,447,336",51.5%
2005,93,Pooh's Heffalump Movie,"$52,858,433","$18,098,433",34.2%,"$34,760,000",65.8%
2005,94,Elizabethtown,"$52,164,016","$26,850,426",51.5%,"$25,313,590",48.5%
2005,95,Just Friends,"$50,912,434","$32,619,671",64.1%,"$18,292,763",35.9%
2005,96,Unleashed,"$50,871,113","$24,537,621",48.2%,"$26,333,492",51.8%
2005,97,Diary of a Mad Black Woman,"$50,652,203","$50,633,099",100%,"$19,104",<0.1%
2005,98,Fever Pitch,"$50,605,163","$42,071,069",83.1%,"$8,534,094",16.9%
2005,99,Capote,"$49,327,405","$28,750,530",58.3%,"$20,576,875",41.7%
2005,100,Broken Flowers,"$47,329,961","$13,744,960",29%,"$33,585,001",71%
2005,101,The Wedding Date,"$47,096,206","$31,726,995",67.4%,"$15,369,211",32.6%
2005,102,Land of the Dead,"$47,074,133","$20,700,082",44%,"$26,374,051",56%
2005,103,Get Rich or Die Tryin',"$46,563,961","$30,985,352",66.5%,"$15,578,609",33.5%
2005,104,The Fog,"$46,201,432","$29,550,869",64%,"$16,650,563",36%
2005,105,Into the Blue,"$46,117,696","$18,801,234",40.8%,"$27,316,462",59.2%
2005,106,Deuce Bigalow: European Gigolo,"$45,109,561","$22,400,154",49.7%,"$22,709,407",50.3%
2005,107,Dark Water 2005 Re-release,"$44,347,079","$25,473,352",57.4%,"$18,873,727",42.6%
2005,108,A Lot Like Love,"$42,886,719","$21,845,719",50.9%,"$21,041,000",49.1%
2005,109,Oliver Twist,"$42,580,321","$2,080,321",4.9%,"$40,500,000",95.1%
2005,110,The Sisterhood of the Traveling Pants,"$42,013,878","$39,053,061",93%,"$2,960,817",7%
2005,111,Serenity,"$40,445,129","$25,514,517",63.1%,"$14,930,612",36.9%
2005,112,The Ringer,"$40,442,443","$35,428,675",87.6%,"$5,013,768",12.4%
2005,113,Magnificent Desolation: Walking on the Moon,"$40,339,402","$34,137,524",84.6%,"$6,201,878",15.4%
2005,114,Yamato,"$39,287,114",-,-,"$39,287,114",100%
2005,115,Dreamer,"$38,741,732","$32,751,093",84.5%,"$5,990,639",15.5%
2005,116,Always: Sunset on Third Street,"$38,573,583",-,-,"$38,573,583",100%
2005,117,The Producers,"$38,075,318","$19,398,532",50.9%,"$18,676,786",49.1%
2005,118,Casanova,"$37,691,644","$11,304,403",30%,"$26,387,241",70%
2005,119,Beauty Shop,"$37,245,453","$36,351,350",97.6%,"$894,103",2.4%
2005,120,Pokémon: Lucario and the Mystery of Mew,"$37,228,626",-,-,"$37,228,626",100%
2005,121,Negotiator: Mashita Masayoshi,"$36,733,286",-,-,"$36,733,286",100%
2005,122,Assault on Precinct 13,"$35,294,470","$20,040,895",56.8%,"$15,253,575",43.2%
2005,123,Nana,"$34,671,042",-,-,"$34,671,042",100%
2005,124,Wild Safari - A South African Adventure,"$34,257,135","$16,621,530",48.5%,"$17,635,605",51.5%
2005,125,Bad News Bears,"$34,252,847","$32,868,349",96%,"$1,384,498",4%
2005,126,Because of Winn-Dixie,"$33,589,427","$32,647,042",97.2%,"$942,385",2.8%
2005,127,The Cave,"$33,296,457","$15,007,991",45.1%,"$18,288,466",54.9%
2005,128,Marathon,"$33,284,089",-,-,"$33,284,089",100%
2005,129,The Brice Man,"$33,026,616",-,-,"$33,026,616",100%
2005,130,Cry Wolf,"$32,586,408","$10,047,674",30.8%,"$22,538,734",69.2%
2005,131,The Suspect: Muroi Shinji,"$32,104,229",-,-,"$32,104,229",100%
2005,132,Marrying the Mafia 2: Enemy-in-Law,"$31,835,989",-,-,"$31,835,989",100%
2005,133,Welcome to Dongmakgol,"$31,787,130",-,-,"$31,787,130",100%
2005,134,Rent,"$31,670,620","$29,077,547",91.8%,"$2,593,073",8.2%
2005,135,The New World 2005 Re-release,"$31,510,855","$12,712,093",40.3%,"$18,798,762",59.7%
2005,136,Train Man,"$31,090,100",-,-,"$31,090,100",100%
2005,137,The Promise,"$30,925,693","$669,625",2.2%,"$30,256,068",97.8%
2005,138,Wolf Creek,"$30,762,648","$16,188,180",52.6%,"$14,574,468",47.4%
2005,139,Two for the Money,"$30,526,509","$22,991,379",75.3%,"$7,535,130",24.7%
2005,140,Cursed,"$29,621,722","$19,297,522",65.1%,"$10,324,200",34.9%
2005,141,The Upside of Anger,"$28,237,488","$18,761,993",66.4%,"$9,475,495",33.6%
2005,142,Mrs. Henderson Presents,"$27,876,417","$11,036,366",39.6%,"$16,840,051",60.4%
2005,143,Ice Princess,"$27,645,491","$24,402,491",88.3%,"$3,243,000",11.7%
2005,144,Goal! The Dream Begins,"$27,610,873","$4,283,255",15.5%,"$23,327,618",84.5%
2005,145,The Protector,"$27,165,581","$12,044,087",44.3%,"$15,121,494",55.7%
2005,146,Doogal,"$26,711,924","$7,438,000",27.8%,"$19,273,924",72.2%
2005,147,Typhoon,"$26,179,656","$139,059",0.5%,"$26,040,597",99.5%
2005,148,9th Company,"$26,146,165",-,-,"$26,146,165",100%
2005,149,Natale a Miami,"$25,643,184",-,-,"$25,643,184",100%
2005,150,The Tiger and the Snow,"$25,460,023","$10,167",<0.1%,"$25,449,856",100%
2005,151,North Country,"$25,211,175","$18,337,722",72.7%,"$6,873,453",27.3%
2005,152,April Snow,"$24,873,159",-,-,"$24,873,159",100%
2005,153,I Love You in Every Language in the World,"$23,941,317",-,-,"$23,941,317",100%
2005,154,Lady Vengeance,"$23,834,149","$211,667",0.9%,"$23,622,482",99.1%
2005,155,Russian Dolls,"$23,727,301","$326,095",1.4%,"$23,401,206",98.6%
2005,156,Hustle & Flow,"$23,563,727","$22,202,809",94.2%,"$1,360,918",5.8%
2005,157,Another Public Enemy,"$23,248,003",-,-,"$23,248,003",100%
2005,158,Domino,"$22,944,502","$10,169,202",44.3%,"$12,775,300",55.7%
2005,159,The White Massai,"$22,632,255",-,-,"$22,632,255",100%
2005,160,Manual of Love,"$22,079,820",-,-,"$22,079,820",100%
2005,161,Torrente 3: El protector,"$21,762,391",-,-,"$21,762,391",100%
2005,162,Man of the House,"$21,577,624","$19,699,706",91.3%,"$1,877,918",8.7%
2005,163,Year One in the North,"$21,360,942",-,-,"$21,360,942",100%
2005,164,The Jacket,"$21,126,225","$6,303,762",29.8%,"$14,822,463",70.2%
2005,165,The Devil's Rejects,"$20,901,859","$17,044,981",81.5%,"$3,856,878",18.5%
2005,166,A Moment to Remember,"$20,865,847",-,-,"$20,865,847",100%
2005,167,Lorelei,"$19,806,585",-,-,"$19,806,585",100%
2005,168,The Perfect Man,"$19,770,475","$16,535,005",83.6%,"$3,235,470",16.4%
2005,169,Mapado,"$19,286,223",-,-,"$19,286,223",100%
2005,170,The Weather Man,"$19,126,398","$12,482,775",65.3%,"$6,643,623",34.7%
2005,171,Iznogoud- Caliph Instead of the Caliph,"$18,725,588",-,-,"$18,725,588",100%
2005,172,Detective Conan: Strategy Above the Depths,"$18,723,952",-,-,"$18,723,952",100%
2005,173,Waiting...,"$18,637,690","$16,124,543",86.5%,"$2,513,147",13.5%
2005,174,An Unfinished Life,"$18,618,284","$8,586,392",46.1%,"$10,031,892",53.9%
2005,175,My Father and My Son,"$18,612,999",-,-,"$18,612,999",100%
2005,176,Keeping Mum,"$18,575,768","$1,619,466",8.7%,"$16,956,302",91.3%
2005,177,The Turkish Gambit,"$18,520,000",-,-,"$18,520,000",100%
2005,178,As It Is in Heaven,"$18,318,233",-,-,"$18,318,233",100%
2005,179,The World's Fastest Indian,"$18,297,690","$5,128,124",28%,"$13,169,566",72%
2005,180,Night Watch 2005 Re-release,"$17,939,389","$1,502,188",8.4%,"$16,437,201",91.6%
2005,181,Joyeux Noel,"$17,709,155","$1,054,361",6%,"$16,654,794",94%
2005,182,You Are My Sunshine,"$17,650,142",-,-,"$17,650,142",100%
2005,183,Palais royal!,"$17,612,135",-,-,"$17,612,135",100%
2005,184,Roll Bounce,"$17,500,866","$17,380,866",99.3%,"$120,000",0.7%
2005,185,Rebound,"$17,492,014","$16,809,014",96.1%,"$683,000",3.9%
2005,186,Stormy Night,"$17,379,776",-,-,"$17,379,776",100%
2005,187,The Matador,"$17,347,231","$12,594,698",72.6%,"$4,752,533",27.4%
2005,188,Aegis,"$16,869,261",-,-,"$16,869,261",100%
2005,189,Caché,"$16,197,824","$3,647,381",22.5%,"$12,550,443",77.5%
2005,190,The Great Yokai War,"$15,787,492",-,-,"$15,787,492",100%
2005,191,Kiss Kiss Bang Bang,"$15,785,148","$4,243,756",26.9%,"$11,541,392",73.1%
2005,192,The Gospel,"$15,778,152","$15,778,152",100%,-,-
2005,193,Two Sons of Francisco,"$15,508,288",-,-,"$15,508,288",100%
2005,194,The Greatest Game Ever Played,"$15,431,177","$15,337,393",99.4%,"$93,784",0.6%
2005,195,Transamerica,"$15,151,744","$9,015,303",59.5%,"$6,136,441",40.5%
2005,196,"Murder, Take One","$14,915,208",-,-,"$14,915,208",100%
2005,197,Most Beautiful Week in My Life,"$14,765,033",-,-,"$14,765,033",100%
2005,198,Samurai Commando Mission 1549,"$14,648,713",-,-,"$14,648,713",100%
2005,199,Blood Rain,"$14,270,938",-,-,"$14,270,938",100%
2005,200,Proof,"$14,189,860","$7,535,331",53.1%,"$6,654,529",46.9%
2006,1,Pirates of the Caribbean: Dead Man's Chest,"$1,066,179,725","$423,315,812",39.7%,"$642,863,913",60.3%
2006,2,The Da Vinci Code,"$760,006,945","$217,536,138",28.6%,"$542,470,807",71.4%
2006,3,Ice Age: The Meltdown,"$660,998,756","$195,330,621",29.6%,"$465,668,135",70.4%
2006,4,Casino Royale,"$605,999,592","$167,445,960",27.6%,"$438,553,632",72.4%
2006,5,Night at the Museum,"$574,480,841","$250,863,268",43.7%,"$323,617,573",56.3%
2006,6,Cars,"$461,983,149","$244,082,982",52.8%,"$217,900,167",47.2%
2006,7,X-Men: The Last Stand,"$460,435,291","$234,362,462",50.9%,"$226,072,829",49.1%
2006,8,Mission: Impossible III,"$398,479,497","$134,029,801",33.6%,"$264,449,696",66.4%
2006,9,Superman Returns,"$391,081,192","$200,081,192",51.2%,"$191,000,000",48.8%
2006,10,Happy Feet,"$384,335,608","$198,000,317",51.5%,"$186,335,291",48.5%
2006,11,Over the Hedge,"$339,795,890","$155,019,340",45.6%,"$184,776,550",54.4%
2006,12,The Devil Wears Prada,"$326,705,902","$124,740,460",38.2%,"$201,965,442",61.8%
2006,13,The Pursuit of Happyness,"$307,127,625","$163,566,459",53.3%,"$143,561,166",46.7%
2006,14,The Departed,"$291,465,034","$132,384,315",45.4%,"$159,080,719",54.6%
2006,15,Borat,"$262,552,893","$128,505,958",48.9%,"$134,046,935",51.1%
2006,16,Eragon,"$250,425,512","$75,030,163",30%,"$175,395,349",70%
2006,17,Click,"$240,685,326","$137,355,633",57.1%,"$103,329,693",42.9%
2006,18,The Holiday,"$205,841,885","$63,224,849",30.7%,"$142,617,036",69.3%
2006,19,The Break-Up,"$205,668,210","$118,703,275",57.7%,"$86,964,935",42.3%
2006,20,Open Season,"$200,811,689","$85,105,259",42.4%,"$115,706,430",57.6%
2006,21,Inside Man,"$186,003,591","$88,513,495",47.6%,"$97,490,096",52.4%
2006,22,Poseidon,"$181,674,817","$60,674,817",33.4%,"$121,000,000",66.6%
2006,23,Deja Vu,"$180,557,550","$64,038,616",35.5%,"$116,518,934",64.5%
2006,24,Flushed Away,"$178,281,554","$64,665,672",36.3%,"$113,615,882",63.7%
2006,25,Scary Movie 4,"$178,262,620","$90,710,620",50.9%,"$87,552,000",49.1%
2006,26,Blood Diamond,"$171,720,398","$57,377,916",33.4%,"$114,342,482",66.6%
2006,27,Saw III,"$164,874,275","$80,238,724",48.7%,"$84,635,551",51.3%
2006,28,The Pink Panther,"$164,115,897","$82,226,474",50.1%,"$81,889,423",49.9%
2006,29,Miami Vice,"$163,794,509","$63,450,470",38.7%,"$100,344,039",61.3%
2006,30,Talladega Nights: The Ballad of Ricky Bobby,"$163,362,095","$148,213,377",90.7%,"$15,148,718",9.3%
